index,decim_data,hann_q15,expected_window,rtl_window,error
2780,19,23479,14,14,0
2781,66,23456,47,47,0
2782,113,23434,81,81,0
2783,156,23411,111,111,0
2784,196,23388,140,140,0
2785,234,23366,167,167,0
2786,267,23343,190,190,0
2787,295,23320,210,210,0
2788,318,23297,226,226,0
2789,338,23275,240,240,0
2790,351,23252,249,249,0
2791,357,23229,253,253,0
2792,357,23206,253,253,0
2793,354,23183,250,250,0
2794,343,23160,242,242,0
2795,330,23137,233,233,0
2796,313,23115,221,221,0
2797,288,23092,203,203,0
2798,261,23069,184,184,0
2799,236,23046,166,166,0
2800,206,23023,145,145,0
2801,171,23000,120,120,0
2802,139,22977,97,97,0
2803,108,22954,76,76,0
2804,77,22931,54,54,0
2805,47,22908,33,33,0
2806,22,22885,15,15,0
2807,-4,22862,-3,-3,0
2808,-28,22838,-20,-20,0
2809,-46,22815,-32,-32,0
2810,-60,22792,-42,-42,0
2811,-67,22769,-47,-47,0
2812,-73,22746,-51,-51,0
2813,-76,22723,-53,-53,0
2814,-73,22700,-51,-51,0
2815,-67,22676,-46,-46,0
2816,-61,22653,-42,-42,0
2817,-52,22630,-36,-36,0
2818,-35,22607,-24,-24,0
2819,-21,22583,-14,-14,0
2820,-7,22560,-5,-5,0
2821,9,22537,6,6,0
2822,24,22514,16,16,0
2823,38,22490,26,26,0
2824,51,22467,35,35,0
2825,62,22444,42,42,0
2826,69,22420,47,47,0
2827,75,22397,51,51,0
2828,77,22374,53,53,0
2829,74,22350,50,50,0
2830,66,22327,45,45,0
2831,54,22303,37,37,0
2832,40,22280,27,27,0
2833,21,22256,14,14,0
2834,-2,22233,-1,-1,0
2835,-25,22209,-17,-17,0
2836,-54,22186,-37,-37,0
2837,-83,22162,-56,-56,0
2838,-114,22139,-77,-77,0
2839,-148,22115,-100,-100,0
2840,-181,22092,-122,-122,0
2841,-211,22068,-142,-142,0
2842,-242,22045,-163,-163,0
2843,-271,22021,-182,-182,0
2844,-294,21997,-197,-197,0
2845,-316,21974,-212,-212,0
2846,-336,21950,-225,-225,0
2847,-349,21927,-234,-234,0
2848,-357,21903,-239,-239,0
2849,-362,21879,-242,-242,0
2850,-359,21856,-239,-239,0
2851,-349,21832,-233,-233,0
2852,-334,21808,-222,-222,0
2853,-315,21784,-209,-209,0
2854,-291,21761,-193,-193,0
2855,-261,21737,-173,-173,0
2856,-225,21713,-149,-149,0
2857,-189,21689,-125,-125,0
2858,-147,21666,-97,-97,0
2859,-101,21642,-67,-67,0
2860,-59,21618,-39,-39,0
2861,-13,21594,-9,-9,0
2862,34,21570,22,22,0
2863,83,21547,55,55,0
2864,128,21523,84,84,0
2865,170,21499,112,112,0
2866,210,21475,138,138,0
2867,247,21451,162,162,0
2868,280,21427,183,183,0
2869,306,21403,200,200,0
2870,327,21379,213,213,0
2871,343,21355,224,224,0
2872,352,21331,229,229,0
2873,358,21307,233,233,0
2874,359,21283,233,233,0
2875,353,21259,229,229,0
2876,339,21235,220,220,0
2877,326,21211,211,211,0
2878,306,21187,198,198,0
2879,278,21163,180,180,0
2880,253,21139,163,163,0
2881,224,21115,144,144,0
2882,190,21091,122,122,0
2883,158,21067,102,102,0
2884,128,21043,82,82,0
2885,96,21019,62,62,0
2886,64,20995,41,41,0
2887,37,20971,24,24,0
2888,11,20947,7,7,0
2889,-15,20922,-10,-10,0
2890,-35,20898,-22,-22,0
2891,-50,20874,-32,-32,0
2892,-61,20850,-39,-39,0
2893,-69,20826,-44,-44,0
2894,-75,20802,-48,-48,0
2895,-76,20777,-48,-48,0
2896,-73,20753,-46,-46,0
2897,-66,20729,-42,-42,0
2898,-56,20705,-35,-35,0
2899,-47,20680,-30,-30,0
2900,-32,20656,-20,-20,0
2901,-17,20632,-11,-11,0
2902,0,20608,0,0,0
2903,16,20583,10,10,0
2904,29,20559,18,18,0
2905,42,20535,26,26,0
2906,55,20510,34,34,0
2907,66,20486,41,41,0
2908,72,20462,45,45,0
2909,73,20437,46,46,0
2910,74,20413,46,46,0
2911,70,20389,44,44,0
2912,61,20364,38,38,0
2913,49,20340,30,30,0
2914,33,20316,20,20,0
2915,14,20291,9,9,0
2916,-9,20267,-6,-6,0
2917,-36,20242,-22,-22,0
2918,-64,20218,-39,-39,0
2919,-93,20193,-57,-57,0
2920,-126,20169,-78,-78,0
2921,-159,20145,-98,-98,0
2922,-190,20120,-117,-117,0
2923,-222,20096,-136,-136,0
2924,-253,20071,-155,-155,0
2925,-279,20047,-171,-171,0
2926,-305,20022,-186,-186,0
2927,-326,19998,-199,-199,0
2928,-341,19973,-208,-208,0
2929,-353,19949,-215,-215,0
2930,-358,19924,-218,-218,0
2931,-358,19900,-217,-217,0
2932,-354,19875,-215,-215,0
2933,-344,19850,-208,-208,0
2934,-327,19826,-198,-198,0
2935,-307,19801,-186,-186,0
2936,-279,19777,-168,-168,0
2937,-247,19752,-149,-149,0
2938,-214,19728,-129,-129,0
2939,-173,19703,-104,-104,0
2940,-130,19678,-78,-78,0
2941,-86,19654,-52,-52,0
2942,-40,19629,-24,-24,0
2943,7,19604,4,4,0
2944,54,19580,32,32,0
2945,101,19555,60,60,0
2946,145,19530,86,86,0
2947,186,19506,111,111,0
2948,225,19481,134,134,0
2949,259,19456,154,154,0
2950,289,19432,171,171,0
2951,314,19407,186,186,0
2952,334,19382,198,198,0
2953,347,19358,205,205,0
2954,355,19333,209,209,0
2955,360,19308,212,212,0
2956,358,19283,211,211,0
2957,349,19259,205,205,0
2958,337,19234,198,198,0
2959,317,19209,186,186,0
2960,295,19184,173,173,0
2961,272,19160,159,159,0
2962,242,19135,141,141,0
2963,210,19110,122,122,0
2964,180,19085,105,105,0
2965,147,19061,86,86,0
2966,114,19036,66,66,0
2967,85,19011,49,49,0
2968,53,18986,31,31,0
2969,25,18961,14,14,0
2970,0,18937,0,0,0
2971,-23,18912,-13,-13,0
2972,-39,18887,-22,-22,0
2973,-54,18862,-31,-31,0
2974,-67,18837,-39,-39,0
2975,-73,18812,-42,-42,0
2976,-75,18787,-43,-43,0
2977,-74,18763,-42,-42,0
2978,-70,18738,-40,-40,0
2979,-64,18713,-37,-37,0
2980,-53,18688,-30,-30,0
2981,-37,18663,-21,-21,0
2982,-24,18638,-14,-14,0
2983,-12,18613,-7,-7,0
2984,5,18588,3,3,0
2985,22,18563,12,12,0
2986,35,18539,20,20,0
2987,46,18514,26,26,0
2988,60,18489,34,34,0
2989,68,18464,38,38,0
2990,69,18439,39,39,0
2991,74,18414,42,42,0
2992,73,18389,41,41,0
2993,68,18364,38,38,0
2994,58,18339,32,32,0
2995,46,18314,26,26,0
2996,27,18289,15,15,0
2997,4,18264,2,2,0
2998,-21,18239,-12,-12,0
2999,-47,18214,-26,-26,0
3000,-75,18189,-42,-42,0
3001,-106,18164,-59,-59,0
3002,-140,18139,-77,-77,0
3003,-172,18114,-95,-95,0
3004,-204,18089,-113,-113,0
3005,-235,18064,-130,-130,0
3006,-262,18039,-144,-144,0
3007,-287,18014,-158,-158,0
3008,-310,17989,-170,-170,0
3009,-330,17964,-181,-181,0
3010,-346,17939,-189,-189,0
3011,-354,17914,-194,-194,0
3012,-358,17889,-195,-195,0
3013,-359,17864,-196,-196,0
3014,-351,17839,-191,-191,0
3015,-339,17814,-184,-184,0
3016,-321,17789,-174,-174,0
3017,-298,17764,-162,-162,0
3018,-269,17739,-146,-146,0
3019,-235,17714,-127,-127,0
3020,-201,17689,-109,-109,0
3021,-160,17664,-86,-86,0
3022,-113,17639,-61,-61,0
3023,-68,17614,-37,-37,0
3024,-23,17589,-12,-12,0
3025,25,17564,13,13,0
3026,71,17539,38,38,0
3027,115,17514,61,61,0
3028,160,17488,85,85,0
3029,199,17463,106,106,0
3030,237,17438,126,126,0
3031,272,17413,145,145,0
3032,299,17388,159,159,0
3033,321,17363,170,170,0
3034,340,17338,180,180,0
3035,353,17313,187,187,0
3036,359,17288,189,189,0
3037,359,17263,189,189,0
3038,354,17238,186,186,0
3039,342,17213,180,180,0
3040,327,17187,172,172,0
3041,307,17162,161,161,0
3042,285,17137,149,149,0
3043,260,17112,136,136,0
3044,231,17087,120,120,0
3045,202,17062,105,105,0
3046,171,17037,89,89,0
3047,137,17012,71,71,0
3048,101,16987,52,52,0
3049,71,16961,37,37,0
3050,45,16936,23,23,0
3051,18,16911,9,9,0
3052,-6,16886,-3,-3,0
3053,-28,16861,-14,-14,0
3054,-45,16836,-23,-23,0
3055,-58,16811,-30,-30,0
3056,-68,16786,-35,-35,0
3057,-73,16760,-37,-37,0
3058,-75,16735,-38,-38,0
3059,-74,16710,-38,-38,0
3060,-68,16685,-35,-35,0
3061,-59,16660,-30,-30,0
3062,-49,16635,-25,-25,0
3063,-36,16610,-18,-18,0
3064,-20,16585,-10,-10,0
3065,-5,16559,-3,-3,0
3066,10,16534,5,5,0
3067,25,16509,13,13,0
3068,40,16484,20,20,0
3069,51,16459,26,26,0
3070,62,16434,31,31,0
3071,71,16409,36,36,0
3072,75,16383,37,37,0
3073,75,16358,37,37,0
3074,71,16333,35,35,0
3075,64,16308,32,32,0
3076,54,16283,27,27,0
3077,37,16258,18,18,0
3078,18,16233,9,9,0
3079,-4,16208,-2,-2,0
3080,-29,16182,-14,-14,0
3081,-56,16157,-28,-28,0
3082,-87,16132,-43,-43,0
3083,-119,16107,-58,-58,0
3084,-150,16082,-74,-74,0
3085,-183,16057,-90,-90,0
3086,-216,16032,-106,-106,0
3087,-245,16007,-120,-120,0
3088,-272,15981,-133,-133,0
3089,-297,15956,-145,-145,0
3090,-318,15931,-155,-155,0
3091,-336,15906,-163,-163,0
3092,-349,15881,-169,-169,0
3093,-355,15856,-172,-172,0
3094,-359,15831,-173,-173,0
3095,-358,15806,-173,-173,0
3096,-350,15780,-169,-169,0
3097,-336,15755,-162,-162,0
3098,-313,15730,-150,-150,0
3099,-288,15705,-138,-138,0
3100,-257,15680,-123,-123,0
3101,-221,15655,-106,-106,0
3102,-184,15630,-88,-88,0
3103,-144,15605,-69,-69,0
3104,-97,15580,-46,-46,0
3105,-50,15554,-24,-24,0
3106,-5,15529,-2,-2,0
3107,42,15504,20,20,0
3108,88,15479,42,42,0
3109,132,15454,62,62,0
3110,176,15429,83,83,0
3111,215,15404,101,101,0
3112,250,15379,117,117,0
3113,282,15354,132,132,0
3114,308,15329,144,144,0
3115,328,15304,153,153,0
3116,343,15279,160,160,0
3117,355,15253,165,165,0
3118,359,15228,167,167,0
3119,359,15203,167,167,0
3120,352,15178,163,163,0
3121,338,15153,156,156,0
3122,322,15128,149,149,0
3123,302,15103,139,139,0
3124,278,15078,128,128,0
3125,251,15053,115,115,0
3126,221,15028,101,101,0
3127,187,15003,86,86,0
3128,156,14978,71,71,0
3129,126,14953,57,57,0
3130,92,14928,42,42,0
3131,62,14903,28,28,0
3132,36,14878,16,16,0
3133,8,14853,4,4,0
3134,-15,14828,-7,-7,0
3135,-34,14803,-15,-15,0
3136,-50,14778,-23,-23,0
3137,-61,14753,-27,-27,0
3138,-70,14728,-31,-31,0
3139,-76,14703,-34,-34,0
3140,-75,14678,-34,-34,0
3141,-72,14653,-32,-32,0
3142,-65,14628,-29,-29,0
3143,-56,14603,-25,-25,0
3144,-44,14578,-20,-20,0
3145,-27,14553,-12,-12,0
3146,-11,14528,-5,-5,0
3147,2,14503,1,1,0
3148,17,14478,8,8,0
3149,32,14453,14,14,0
3150,46,14428,20,20,0
3151,57,14403,25,25,0
3152,63,14378,28,28,0
3153,71,14353,31,31,0
3154,74,14328,32,32,0
3155,72,14303,31,31,0
3156,68,14278,30,30,0
3157,60,14253,26,26,0
3158,49,14228,21,21,0
3159,32,14204,14,14,0
3160,11,14179,5,5,0
3161,-12,14154,-5,-5,0
3162,-38,14129,-16,-16,0
3163,-65,14104,-28,-28,0
3164,-98,14079,-42,-42,0
3165,-131,14054,-56,-56,0
3166,-162,14029,-69,-69,0
3167,-193,14004,-82,-82,0
3168,-225,13980,-96,-96,0
3169,-255,13955,-109,-109,0
3170,-282,13930,-120,-120,0
3171,-306,13905,-130,-130,0
3172,-326,13880,-138,-138,0
3173,-342,13855,-145,-145,0
3174,-354,13830,-149,-149,0
3175,-359,13806,-151,-151,0
3176,-359,13781,-151,-151,0
3177,-354,13756,-149,-149,0
3178,-344,13731,-144,-144,0
3179,-327,13706,-137,-137,0
3180,-303,13682,-127,-127,0
3181,-275,13657,-115,-115,0
3182,-246,13632,-102,-102,0
3183,-210,13607,-87,-87,0
3184,-171,13583,-71,-71,0
3185,-127,13558,-53,-53,0
3186,-81,13533,-33,-33,0
3187,-36,13508,-15,-15,0
3188,11,13484,5,5,0
3189,59,13459,24,24,0
3190,105,13434,43,43,0
3191,147,13409,60,60,0
3192,188,13385,77,77,0
3193,229,13360,93,93,0
3194,262,13335,107,107,0
3195,291,13311,118,118,0
3196,317,13286,129,129,0
3197,337,13261,136,136,0
3198,349,13237,141,141,0
3199,356,13212,144,144,0
3200,358,13187,144,144,0
3201,355,13163,143,143,0
3202,348,13138,140,140,0
3203,333,13113,133,133,0
3204,315,13089,126,126,0
3205,293,13064,117,117,0
3206,268,13039,107,107,0
3207,241,13015,96,96,0
3208,209,12990,83,83,0
3209,177,12966,70,70,0
3210,144,12941,57,57,0
3211,112,12917,44,44,0
3212,83,12892,33,33,0
3213,53,12867,21,21,0
3214,24,12843,9,9,0
3215,-1,12818,0,0,0
3216,-22,12794,-9,-9,0
3217,-42,12769,-16,-16,0
3218,-58,12745,-23,-23,0
3219,-66,12720,-26,-26,0
3220,-73,12696,-28,-28,0
3221,-78,12671,-30,-30,0
3222,-75,12647,-29,-29,0
3223,-68,12622,-26,-26,0
3224,-61,12598,-23,-23,0
3225,-52,12574,-20,-20,0
3226,-37,12549,-14,-14,0
3227,-22,12525,-8,-8,0
3228,-8,12500,-3,-3,0
3229,8,12476,3,3,0
3230,21,12451,8,8,0
3231,35,12427,13,13,0
3232,51,12403,19,19,0
3233,61,12378,23,23,0
3234,69,12354,26,26,0
3235,74,12330,28,28,0
3236,74,12305,28,28,0
3237,71,12281,27,27,0
3238,66,12257,25,25,0
3239,56,12232,21,21,0
3240,41,12208,15,15,0
3241,23,12184,9,9,0
3242,4,12159,1,1,0
3243,-21,12135,-8,-8,0
3244,-50,12111,-18,-18,0
3245,-79,12087,-29,-29,0
3246,-109,12062,-40,-40,0
3247,-141,12038,-52,-52,0
3248,-174,12014,-64,-64,0
3249,-205,11990,-75,-75,0
3250,-236,11965,-86,-86,0
3251,-266,11941,-97,-97,0
3252,-292,11917,-106,-106,0
3253,-315,11893,-114,-114,0
3254,-334,11869,-121,-121,0
3255,-347,11845,-125,-125,0
3256,-355,11820,-128,-128,0
3257,-362,11796,-130,-130,0
3258,-359,11772,-129,-129,0
3259,-349,11748,-125,-125,0
3260,-338,11724,-121,-121,0
3261,-321,11700,-115,-115,0
3262,-296,11676,-105,-105,0
3263,-267,11652,-95,-95,0
3264,-233,11628,-83,-83,0
3265,-193,11604,-68,-68,0
3266,-152,11580,-54,-54,0
3267,-111,11556,-39,-39,0
3268,-66,11532,-23,-23,0
3269,-17,11508,-6,-6,0
3270,31,11484,11,11,0
3271,73,11460,26,26,0
3272,120,11436,42,42,0
3273,165,11412,57,57,0
3274,204,11388,71,71,0
3275,241,11364,84,84,0
3276,274,11340,95,95,0
3277,302,11316,104,104,0
3278,322,11292,111,111,0
3279,339,11268,117,117,0
3280,354,11244,121,121,0
3281,358,11220,123,123,0
3282,357,11197,122,122,0
3283,352,11173,120,120,0
3284,343,11149,117,117,0
3285,328,11125,111,111,0
3286,305,11101,103,103,0
3287,283,11078,96,96,0
3288,258,11054,87,87,0
3289,229,11030,77,77,0
3290,198,11006,67,67,0
3291,166,10983,56,56,0
3292,132,10959,44,44,0
3293,100,10935,33,33,0
3294,70,10911,23,23,0
3295,41,10888,14,14,0
3296,14,10864,5,5,0
3297,-10,10840,-3,-3,0
3298,-29,10817,-10,-10,0
3299,-47,10793,-15,-15,0
3300,-60,10770,-20,-20,0
3301,-69,10746,-23,-23,0
3302,-75,10722,-25,-25,0
3303,-76,10699,-25,-25,0
3304,-71,10675,-23,-23,0
3305,-66,10652,-21,-21,0
3306,-59,10628,-19,-19,0
3307,-47,10605,-15,-15,0
3308,-34,10581,-11,-11,0
3309,-17,10558,-5,-5,0
3310,-1,10534,0,0,0
3311,12,10511,4,4,0
3312,27,10487,9,9,0
3313,41,10464,13,13,0
3314,53,10440,17,17,0
3315,61,10417,19,19,0
3316,68,10393,22,22,0
3317,74,10370,23,23,0
3318,73,10347,23,23,0
3319,70,10323,22,22,0
3320,65,10300,20,20,0
3321,52,10277,16,16,0
3322,35,10253,11,11,0
3323,17,10230,5,5,0
3324,-6,10207,-2,-2,0
3325,-32,10184,-10,-10,0
3326,-61,10160,-19,-19,0
3327,-92,10137,-28,-28,0
3328,-123,10114,-38,-38,0
3329,-154,10091,-47,-47,0
3330,-184,10067,-57,-57,0
3331,-217,10044,-67,-67,0
3332,-248,10021,-76,-76,0
3333,-276,9998,-84,-84,0
3334,-300,9975,-91,-91,0
3335,-319,9952,-97,-97,0
3336,-338,9929,-102,-102,0
3337,-352,9905,-106,-106,0
3338,-358,9882,-108,-108,0
3339,-361,9859,-109,-109,0
3340,-356,9836,-107,-107,0
3341,-347,9813,-104,-104,0
3342,-332,9790,-99,-99,0
3343,-312,9767,-93,-93,0
3344,-287,9744,-85,-85,0
3345,-254,9721,-75,-75,0
3346,-219,9698,-65,-65,0
3347,-181,9675,-53,-53,0
3348,-138,9652,-41,-41,0
3349,-94,9630,-28,-28,0
3350,-46,9607,-13,-13,0
3351,-2,9584,-1,-1,0
3352,44,9561,13,13,0
3353,93,9538,27,27,0
3354,137,9515,40,40,0
3355,177,9492,51,51,0
3356,218,9470,63,63,0
3357,253,9447,73,73,0
3358,283,9424,81,81,0
3359,311,9401,89,89,0
3360,330,9379,94,94,0
3361,345,9356,99,99,0
3362,356,9333,101,101,0
3363,358,9311,102,102,0
3364,357,9288,101,101,0
3365,351,9265,99,99,0
3366,336,9243,95,95,0
3367,317,9220,89,89,0
3368,299,9197,84,84,0
3369,275,9175,77,77,0
3370,246,9152,69,69,0
3371,216,9130,60,60,0
3372,186,9107,52,52,0
3373,155,9085,43,43,0
3374,120,9062,33,33,0
3375,89,9040,25,25,0
3376,58,9017,16,16,0
3377,28,8995,8,8,0
3378,6,8972,2,2,0
3379,-18,8950,-5,-5,0
3380,-40,8928,-11,-11,0
3381,-53,8905,-14,-14,0
3382,-65,8883,-18,-18,0
3383,-72,8861,-19,-19,0
3384,-74,8838,-20,-20,0
3385,-74,8816,-20,-20,0
3386,-72,8794,-19,-19,0
3387,-65,8771,-17,-17,0
3388,-55,8749,-15,-15,0
3389,-42,8727,-11,-11,0
3390,-29,8705,-8,-8,0
3391,-15,8683,-4,-4,0
3392,3,8660,1,1,0
3393,19,8638,5,5,0
3394,33,8616,9,9,0
3395,47,8594,12,12,0
3396,58,8572,15,15,0
3397,66,8550,17,17,0
3398,71,8528,18,18,0
3399,74,8506,19,19,0
3400,73,8484,19,19,0
3401,69,8462,18,18,0
3402,60,8440,15,15,0
3403,47,8418,12,12,0
3404,30,8396,8,8,0
3405,10,8374,3,3,0
3406,-14,8352,-4,-4,0
3407,-39,8330,-10,-10,0
3408,-71,8308,-18,-18,0
3409,-103,8286,-26,-26,0
3410,-133,8264,-34,-34,0
3411,-165,8243,-42,-42,0
3412,-196,8221,-49,-49,0
3413,-228,8199,-57,-57,0
3414,-259,8177,-65,-65,0
3415,-284,8156,-71,-71,0
3416,-307,8134,-76,-76,0
3417,-328,8112,-81,-81,0
3418,-342,8090,-84,-84,0
3419,-353,8069,-87,-87,0
3420,-361,8047,-89,-89,0
3421,-359,8025,-88,-88,0
3422,-352,8004,-86,-86,0
3423,-342,7982,-83,-83,0
3424,-324,7961,-79,-79,0
3425,-301,7939,-73,-73,0
3426,-274,7918,-66,-66,0
3427,-241,7896,-58,-58,0
3428,-204,7875,-49,-49,0
3429,-164,7853,-39,-39,0
3430,-121,7832,-29,-29,0
3431,-77,7810,-18,-18,0
3432,-30,7789,-7,-7,0
3433,16,7767,4,4,0
3434,61,7746,14,14,0
3435,110,7725,26,26,0
3436,152,7703,36,36,0
3437,193,7682,45,45,0
3438,232,7661,54,54,0
3439,265,7640,62,62,0
3440,294,7618,68,68,0
3441,319,7597,74,74,0
3442,338,7576,78,78,0
3443,350,7555,81,81,0
3444,357,7534,82,82,0
3445,361,7512,83,83,0
3446,357,7491,82,82,0
3447,345,7470,79,79,0
3448,330,7449,75,75,0
3449,312,7428,71,71,0
3450,289,7407,65,65,0
3451,262,7386,59,59,0
3452,236,7365,53,53,0
3453,207,7344,46,46,0
3454,173,7323,39,39,0
3455,143,7302,32,32,0
3456,110,7281,24,24,0
3457,78,7260,17,17,0
3458,49,7240,11,11,0
3459,23,7219,5,5,0
3460,-1,7198,0,0,0
3461,-24,7177,-5,-5,0
3462,-44,7156,-10,-10,0
3463,-59,7136,-13,-13,0
3464,-68,7115,-15,-15,0
3465,-74,7094,-16,-16,0
3466,-74,7073,-16,-16,0
3467,-73,7053,-16,-16,0
3468,-70,7032,-15,-15,0
3469,-61,7011,-13,-13,0
3470,-50,6991,-11,-11,0
3471,-37,6970,-8,-8,0
3472,-22,6950,-5,-5,0
3473,-6,6929,-1,-1,0
3474,9,6909,2,2,0
3475,24,6888,5,5,0
3476,36,6868,8,8,0
3477,49,6847,10,10,0
3478,61,6827,13,13,0
3479,68,6806,14,14,0
3480,74,6786,15,15,0
3481,76,6766,16,16,0
3482,73,6745,15,15,0
3483,65,6725,13,13,0
3484,54,6705,11,11,0
3485,42,6685,9,9,0
3486,21,6664,4,4,0
3487,0,6644,0,0,0
3488,-24,6624,-5,-5,0
3489,-52,6604,-10,-10,0
3490,-81,6584,-16,-16,0
3491,-112,6563,-22,-22,0
3492,-145,6543,-29,-29,0
3493,-177,6523,-35,-35,0
3494,-209,6503,-41,-41,0
3495,-240,6483,-47,-47,0
3496,-268,6463,-53,-53,0
3497,-294,6443,-58,-58,0
3498,-317,6423,-62,-62,0
3499,-335,6403,-65,-65,0
3500,-348,6383,-68,-68,0
3501,-355,6363,-69,-69,0
3502,-360,6344,-70,-70,0
3503,-358,6324,-69,-69,0
3504,-349,6304,-67,-67,0
3505,-335,6284,-64,-64,0
3506,-316,6264,-60,-60,0
3507,-292,6245,-56,-56,0
3508,-264,6225,-50,-50,0
3509,-230,6205,-44,-44,0
3510,-190,6185,-36,-36,0
3511,-148,6166,-28,-28,0
3512,-108,6146,-20,-20,0
3513,-62,6127,-12,-12,0
3514,-14,6107,-3,-3,0
3515,35,6087,7,7,0
3516,79,6068,15,15,0
3517,123,6048,23,23,0
3518,169,6029,31,31,0
3519,210,6009,39,39,0
3520,246,5990,45,45,0
3521,276,5971,50,50,0
3522,304,5951,55,55,0
3523,327,5932,59,59,0
3524,342,5912,62,62,0
3525,353,5893,63,63,0
3526,358,5874,64,64,0
3527,359,5855,64,64,0
3528,353,5835,63,63,0
3529,341,5816,61,61,0
3530,326,5797,58,58,0
3531,307,5778,54,54,0
3532,284,5759,50,50,0
3533,256,5739,45,45,0
3534,224,5720,39,39,0
3535,194,5701,34,34,0
3536,162,5682,28,28,0
3537,131,5663,23,23,0
3538,99,5644,17,17,0
3539,66,5625,11,11,0
3540,37,5606,6,6,0
3541,12,5587,2,2,0
3542,-12,5569,-2,-2,0
3543,-31,5550,-5,-5,0
3544,-48,5531,-8,-8,0
3545,-61,5512,-10,-10,0
3546,-69,5493,-12,-12,0
3547,-74,5474,-12,-12,0
3548,-75,5456,-12,-12,0
3549,-74,5437,-12,-12,0
3550,-68,5418,-11,-11,0
3551,-57,5400,-9,-9,0
3552,-46,5381,-8,-8,0
3553,-32,5362,-5,-5,0
3554,-19,5344,-3,-3,0
3555,-2,5325,0,0,0
3556,15,5307,2,2,0
3557,29,5288,5,5,0
3558,44,5270,7,7,0
3559,55,5251,9,9,0
3560,63,5233,10,10,0
3561,70,5214,11,11,0
3562,74,5196,12,12,0
3563,74,5178,12,12,0
3564,70,5159,11,11,0
3565,62,5141,10,10,0
3566,49,5123,8,8,0
3567,35,5105,5,5,0
3568,15,5086,2,2,0
3569,-9,5068,-1,-1,0
3570,-32,5050,-5,-5,0
3571,-62,5032,-10,-10,0
3572,-93,5014,-14,-14,0
3573,-124,4996,-19,-19,0
3574,-156,4978,-24,-24,0
3575,-190,4960,-29,-29,0
3576,-221,4942,-33,-33,0
3577,-250,4924,-38,-38,0
3578,-278,4906,-42,-42,0
3579,-302,4888,-45,-45,0
3580,-322,4870,-48,-48,0
3581,-341,4852,-50,-50,0
3582,-353,4834,-52,-52,0
3583,-357,4816,-52,-52,0
3584,-359,4799,-53,-53,0
3585,-357,4781,-52,-52,0
3586,-347,4763,-50,-50,0
3587,-330,4745,-48,-48,0
3588,-310,4728,-45,-45,0
3589,-282,4710,-41,-41,0
3590,-251,4692,-36,-36,0
3591,-216,4675,-31,-31,0
3592,-175,4657,-25,-25,0
3593,-134,4640,-19,-19,0
3594,-91,4622,-13,-13,0
3595,-44,4605,-6,-6,0
3596,4,4587,1,1,0
3597,51,4570,7,7,0
3598,98,4553,14,14,0
3599,141,4535,20,20,0
3600,181,4518,25,25,0
3601,222,4500,30,30,0
3602,258,4483,35,35,0
3603,286,4466,39,39,0
3604,311,4449,42,42,0
3605,332,4432,45,45,0
3606,345,4414,46,46,0
3607,353,4397,47,47,0
3608,359,4380,48,48,0
3609,357,4363,48,48,0
3610,349,4346,46,46,0
3611,336,4329,44,44,0
3612,318,4312,42,42,0
3613,297,4295,39,39,0
3614,271,4278,35,35,0
3615,242,4261,31,31,0
3616,213,4244,28,28,0
3617,181,4227,23,23,0
3618,151,4210,19,19,0
3619,118,4194,15,15,0
3620,86,4177,11,11,0
3621,56,4160,7,7,0
3622,27,4143,3,3,0
3623,2,4127,0,0,0
3624,-19,4110,-2,-2,0
3625,-36,4093,-4,-4,0
3626,-53,4077,-7,-7,0
3627,-66,4060,-8,-8,0
3628,-71,4044,-9,-9,0
3629,-74,4027,-9,-9,0
3630,-73,4011,-9,-9,0
3631,-70,3994,-9,-9,0
3632,-65,3978,-8,-8,0
3633,-53,3961,-6,-6,0
3634,-41,3945,-5,-5,0
3635,-29,3929,-3,-3,0
3636,-13,3912,-2,-2,0
3637,5,3896,1,1,0
3638,21,3880,2,2,0
3639,32,3864,4,4,0
3640,45,3847,5,5,0
3641,58,3831,7,7,0
3642,67,3815,8,8,0
3643,74,3799,9,9,0
3644,76,3783,9,9,0
3645,72,3767,8,8,0
3646,67,3751,8,8,0
3647,59,3735,7,7,0
3648,44,3719,5,5,0
3649,27,3703,3,3,0
3650,8,3687,1,1,0
3651,-17,3671,-2,-2,0
3652,-44,3655,-5,-5,0
3653,-73,3640,-8,-8,0
3654,-103,3624,-11,-11,0
3655,-137,3608,-15,-15,0
3656,-171,3592,-19,-19,0
3657,-202,3577,-22,-22,0
3658,-231,3561,-25,-25,0
3659,-261,3545,-28,-28,0
3660,-287,3530,-31,-31,0
3661,-309,3514,-33,-33,0
3662,-328,3499,-35,-35,0
3663,-345,3483,-37,-37,0
3664,-355,3468,-38,-38,0
3665,-358,3452,-38,-38,0
3666,-358,3437,-38,-38,0
3667,-351,3421,-37,-37,0
3668,-342,3406,-36,-36,0
3669,-324,3391,-34,-34,0
3670,-298,3375,-31,-31,0
3671,-271,3360,-28,-28,0
3672,-241,3345,-25,-25,0
3673,-203,3330,-21,-21,0
3674,-160,3315,-16,-16,0
3675,-117,3299,-12,-12,0
3676,-73,3284,-7,-7,0
3677,-27,3269,-3,-3,0
3678,21,3254,2,2,0
3679,68,3239,7,7,0
3680,113,3224,11,11,0
3681,158,3209,15,15,0
